Austria,Imst,47.2450371,10.7397366
Cameroon,Lolodorf,3.2333333,10.7333336
Tunisia,El Jem,35.3,10.7166672
Tunisia,Sahline,35.7533333,10.7116671
Cameroon,Tonga,4.9666667,10.6999998
Equatorial Guinea,Ayene,1.8666667,10.6999998
Germany,Lubeck,53.868927,10.687294
Denmark,Ebeltoft,56.1944212,10.6821012
Tunisia,Al Wardanin,35.7166667,10.666667
Tunisia,Manzil Kamil,35.6333333,10.666667
Cameroon,Kumbo,6.2,10.666667
Equatorial Guinea,Acurenam,1.0333333,10.666667
Gabon,Mayumba,-3.4166667,10.6499996
Tunisia,Sousse,35.8255556,10.6411114
Tunisia,Taklisah,36.7833333,10.6333332
Cameroon,Foumbot,5.5,10.6333332
Tunisia,Al Hammamat,36.4,10.6166668
Cameroon,Ngambe,4.2333333,10.6166668
Equatorial Guinea,Mikomeseng,2.1333333,10.6166668
Denmark,Svendborg,55.0598194,10.6067715
Tunisia,Bani Khallad,36.65,10.6000004
Gabon,Fougamou,-1.2166667,10.6000004
Tunisia,Hammam Sousse,35.8588889,10.5938892
Denmark,Skagen,57.7209333,10.5839376
Tunisia,Manzil Bu Zalafah,36.6833333,10.583333
Tunisia,Zawiyat al Jadidi,36.65,10.583333
Tunisia,Masakin,35.7333333,10.583333
Tunisia,Akouda,35.8708333,10.5683336
Cameroon,Akom II,2.7833333,10.5666666
Equatorial Guinea,Evinayong,1.45,10.5666666
Tunisia,Bu `Urqub,36.5333333,10.5500002
Denmark,Frederikshavn,57.4407347,10.5366077
Denmark,Saeby,57.3333333,10.5333328
Germany,Braunschweig,52.2666667,10.5333328
Cameroon,Bangangte,5.15,10.5166664
Italy,Lucca,43.8435654,10.5058479
Tunisia,Harqalah,36.0333333,10.5
Tunisia,Sidi Bou Ali,35.9566667,10.4730558
Cameroon,Bazou,5.0666667,10.4666672
Equatorial Guinea,Ncue,2.0166667,10.4666672
Equatorial Guinea,Bicurga,1.5833333,10.4666672
Niger,Nguru,12.8775,10.4513893
Tunisia,Tataouine,32.9333333,10.4499998
Cameroon,Bafoussam,5.4666667,10.416667
Cameroon,Bandjoun,5.35,10.3999996
Italy,Pisa,43.7175199,10.3964996
Denmark,Odense,55.3959381,10.3883133
Tunisia,Shurban,35.2833333,10.3833332
Cameroon,Bangou,5.2,10.3833332
Tunisia,Hammam-Lif,36.7330556,10.3361111
Italy,Parma,44.802665,10.3289843
Tunisia,Al Marsa,36.8781788,10.3246593
Cameroon,Bansoa,5.45,10.3166666
Cameroon,Bamendjou,5.4,10.3166666
Italy,Livorno,43.542636,10.3160048
Tunisia,La Goulette,36.8180556,10.3050003
Tunisia,La Sebala du Mornag,36.6816667,10.2888889
Cameroon,Njinikom,6.2333333,10.2833328
Tunisia,Rades,36.7680556,10.2752781
Nigeria,Goure,13.9869444,10.2700005
Cameroon,Fundong,6.25,10.2666664
Cameroon,Bana,5.15,10.2666664
Italy,Viareggio,43.873543,10.2557993
Denmark,Lystrup,56.2333333,10.25
Cameroon,Belo,6.1333333,10.25
Cameroon,Babanki,6.1166667,10.25
Cameroon,Mbouda,5.6333333,10.25
Denmark,Faaborg,55.0951047,10.2422647
Cameroon,Mme-Bafumen,6.3333333,10.2333336
Italy,Brescia,45.524782,10.2272692
Gabon,Lambarene,-0.7,10.2166672
Denmark,Arhus,56.1567366,10.210762
Niger,Azare,11.6783333,10.1919441
Tunisia,Rafraf,37.1833333,10.1833334
Cameroon,Bafang,5.15,10.1833334
Tunisia,Tunis,36.8027778,10.1797218
Libya,Ghat,24.9647222,10.1727781
Cameroon,Bamenda,5.9333333,10.166667
Tunisia,La Mohammedia,36.6769444,10.1555557
Denmark,Odder,55.9731258,10.152998
Denmark,Tranbjerg,56.1,10.1499996
Tunisia,Zaghouan,36.4,10.1499996
Germany,Kiel,54.3213293,10.1348877
Cameroon,Edea,3.8,10.1333332
Tunisia,Gabes,33.8833333,10.1166668
Italy,Massa,44.022045,10.1140928
Tunisia,Kairouan,35.6744444,10.1016665
Tunisia,Manouba,36.8077778,10.1011114
Tunisia,Skhira,34.2833333,10.1000004
Cameroon,Wum,6.3833333,10.0666666
Cameroon,Dschang,5.45,10.0666666
Italy,Carrara,44.062945,10.0606909
Denmark,Randers,56.4666667,10.0500002
Niger,Hadejia,12.4480556,10.0436115
Tunisia,Oued Lill,36.8341667,10.042222
Tunisia,Al `Aliyah,37.1666667,10.0333328
Italy,Cremona,45.136171,10.0279722
Tunisia,Sbikha,35.9338889,10.020833
Cameroon,Bali,5.8833333,10.0166664
Germany,Hamburg,53.55,10
Cameroon,Mbengwi,6.0166667,10
Gabon,Gamba,-2.65,10
Germany,Ulm,48.3984084,9.9915504
Cameroon,Dizangue,3.7666667,9.9833336
Denmark,Hjorring,57.4641694,9.9822912
Germany,Hildesheim,52.15,9.9666672
Equatorial Guinea,Machinda,1.8833333,9.9666672
Cameroon,Yabassi,4.4544444,9.9655552
Cameroon,Melong,5.1166667,9.9499998
Denmark,Bronderslev,57.2702091,9.9410172
Germany,Wurzburg,49.7877778,9.9361115
Germany,Gottingen,51.5333333,9.9333334
Cameroon,Nkongsamba,4.9533333,9.9324999
Denmark,Skanderborg,56.0399128,9.9271994
Denmark,Aalborg,57.047999,9.9187012
Tunisia,Menzel Jemil,37.2358333,9.9174995
Cameroon,Kribi,2.95,9.916667
Tunisia,El Fahs,36.3669444,9.9049997
Cameroon,Fontem,5.4666667,9.8833332
Tunisia,Bizerte,37.2744444,9.873889
Cameroon,Batibo,5.8333333,9.8666668
Tunisia,Menzel Abderhaman,37.2336111,9.8633337
Denmark,Horsens,55.8606582,9.850337
Niger,Bauchi,10.3158333,9.8441668
Italy,La Spezia,44.110545,9.8433857
Cameroon,Manjo,4.8452778,9.8247223
Austria,Bludenz,47.1497222,9.8166666
Equatorial Guinea,Rio Campo,2.3333333,9.8166666
Denmark,Sonderborg,54.9092625,9.8073654
Tunisia,El Hamma,33.9,9.8000002
Tunisia,Menzel Bourguiba,37.1558333,9.7936115
Denmark,Hobro,56.6430616,9.790288
Tunisia,Ar Riqab,34.8666667,9.7833328
Niger,Wukari,7.85,9.7833328
Gabon,Ntoum,0.3833333,9.7833328
Denmark,Fredericia,55.5656763,9.7525654
Denmark,Nordborg,55.05,9.75
Austria,Wolfurt,47.4666667,9.75
Tunisia,Dawwar Tinjah,37.1666667,9.75
Equatorial Guinea,Bata,1.85,9.75
Austria,Bregenz,47.5031127,9.7471046
Cameroon,Loum,4.7161111,9.7463884
Germany,Hannover,52.3705163,9.7332211
Austria,Lauterach,47.4830556,9.7330561
Austria,Dornbirn,47.4166667,9.7330561
Denmark,Middelfart,55.5059099,9.7305422
Denmark,Hedensted,55.7704298,9.7010994
Cameroon,Douala,4.0502778,9.6999998
Italy,Piacenza,45.046765,9.6993656
Austria,Hard,47.4830556,9.6830559
Austria,Hohenems,47.3666667,9.6830559
Cameroon,Penja,4.6363889,9.6819448
Tunisia,Haffouz,35.635,9.6769447
Italy,Bergamo,45.697981,9.6689529
Denmark,Bjerringbro,56.3833333,9.666667
Tunisia,Mateur,37.04,9.6663885
Cameroon,Bonaberi,4.0844444,9.666111
Austria,Lustenau,47.4330556,9.6499996
Austria,Rankweil,47.2830556,9.6499996
Austria,Gotzis,47.3330556,9.6330557
Tunisia,Majaz al Bab,36.65,9.6166668
Tunisia,Bu `Aradah,36.35,9.6166668
Equatorial Guinea,Mbini,1.5833333,9.6166668
Equatorial Guinea,Bitica,1.4166667,9.6166668
Liechtenstein,Malbun,47.1013885,9.6098614
Austria,Feldkirch,47.2330556,9.6000004
Gabon,Cocobeach,0.9833333,9.6000004
Liechtenstein,Steg,47.1126634,9.5753574
Cameroon,Mbanga,4.5091667,9.5680552
Cameroon,Ndom,4.5025,9.5616665
Liechtenstein,Schellenberg,47.2312259,9.5467758
Denmark,Silkeborg,56.1697004,9.5450811
Liechtenstein,Planken,47.1851627,9.5443726
Liechtenstein,Mauren,47.2180524,9.5442009
Liechtenstein,Triesenberg,47.1181539,9.5419693
Denmark,Vejle,55.7092707,9.5357037
Liechtenstein,Triesen,47.1,9.5333328
Switzerland,Chur,46.8498607,9.5328712
Liechtenstein,Eschen,47.2107065,9.5222282
Liechtenstein,Vaduz,47.1415115,9.5215416
Liechtenstein,Ruggell,47.2333333,9.5166664
Denmark,Aars,56.8039858,9.5144072
Liechtenstein,Gamprin,47.2203842,9.5093536
Liechtenstein,Schaan,47.1649755,9.508667
Germany,Kassel,51.3166667,9.5
Liechtenstein,Balzers,47.0666667,9.5
Tunisia,Sidi Bouzid,35.0402778,9.4936113
Denmark,Haderslev,55.2537706,9.4898233
Denmark,Kolding,55.4903995,9.4721651
Tunisia,Tastur,36.55,9.4499998
Gabon,Libreville,0.3833333,9.4499998
Cameroon,Kumba,4.6438889,9.438611
Germany,Flensburg,54.7833333,9.4333334
Cameroon,Nguti,5.3,9.4333334
Denmark,Aabenraa,55.0443427,9.417407
Cameroon,Muyuka,4.2972222,9.4055557
Denmark,Viborg,56.4531891,9.4020119
Switzerland,Sankt Gallen,47.4297131,9.3761444
Cameroon,Tiko,4.0786111,9.3680553
Tunisia,Siliana,36.0833333,9.3666668
Cameroon,Bekondo,4.6838889,9.3213892
Denmark,Vojens,55.25,9.3166666
Tunisia,Qa`fur,36.3333333,9.3166666
Cameroon,Mutengene,4.0994444,9.3080559
Germany,Esslingen,48.7396066,9.3047333
Cameroon,Mamfe,5.7666667,9.2833328
Switzerland,Herisau,47.3861471,9.2791557
Italy,Monza,45.582475,9.274847
Tunisia,As Sanad,34.4666667,9.2666664
Switzerland,Gossau,47.4166667,9.25
Tunisia,Tabursuq,36.4666667,9.25
Gabon,Omboue,-1.5666667,9.25
Italy,Sesto San Giovanni,45.5344913,9.2340088
Italy,Cinisello Balsamo,45.557073,9.2218456
Cameroon,Limbe,4.0127778,9.2202778
Germany,Heilbronn,49.1402778,9.2200003
Tunisia,Maktar,35.8605556,9.2058334
Germany,Reutlingen,48.49144,9.2042685
Germany,Ludwigsburg,48.8973114,9.1916084
Italy,Milano,45.4642694,9.1895056
Switzerland,Kreuzlingen,47.65,9.1833334
Tunisia,Beja,36.7333333,9.1833334
Germany,Stuttgart,48.7823243,9.1770172
Italy,Pavia,45.184464,9.1614523
Denmark,Ikast,56.1388309,9.1576834
Nigeria,Miria,13.7141667,9.1505556
Denmark,Vejen,55.4833333,9.1499996
Italy,Cagliari,39.2073839,9.1346169
Tunisia,Al Karib,36.3333333,9.1333332
Italy,Como,45.809978,9.0874376
Tunisia,Sbiba,35.5455556,9.0802774
Germany,Tubingen,48.522659,9.0522194
Switzerland,Wil,47.4615225,9.0455246
Denmark,Skive,56.5666667,9.0333328
Tunisia,Douz,33.4575,9.0216665
Switzerland,Bellinzona,46.1927844,9.0170288
Tunisia,As Sars,36.0833333,9.0166664
Tunisia,Jemna,33.5777778,9.0147219
Cameroon,Idenao,4.2475,9.0047226
Tunisia,El Golaa,33.4833333,9.0036116
Nigeria,Zinder,13.8,8.9833336
Denmark,Herning,56.1393151,8.9737806
Tunisia,Kebili,33.7019444,8.9736109
Switzerland,Lugano,46.0100778,8.9600372
Italy,Genova,44.4063163,8.9338589
Denmark,Grindsted,55.75,8.9333334
Germany,Minden,52.2833333,8.916667
Germany,Hanau am Main,50.1333333,8.916667
Equatorial Guinea,Santiago de Baney,3.7,8.916667
Nigeria,Magaria,12.9975,8.9105558
Switzerland,Frauenfeld,47.55,8.8999996
Niger,Jos,9.9166667,8.8999996
Cameroon,Bamusso,4.4333333,8.8999996
Nigeria,Tanout,14.9702778,8.8916664
Denmark,Tonder,54.9330598,8.8667393
Cameroon,Mundemba,4.95,8.8666668
Denmark,Nykobing Mors,56.7933405,8.8528242
Italy,Busto Arsizio,45.6112756,8.849144
Switzerland,Jona,47.2298271,8.8388443
Equatorial Guinea,Rebola,3.7166667,8.833333
Tunisia,Kasserine,35.1672222,8.8288889
Switzerland,Rapperswil,47.2255722,8.822279
Italy,Varese,45.829076,8.8219318
Germany,Bremen,53.0751557,8.8077736
Switzerland,Locarno,46.1708559,8.7995338
Tunisia,Gafsa,34.425,8.7841663
Equatorial Guinea,Malabo,3.75,8.7833328
Gabon,Port-Gentil,-0.7166667,8.7833328
Tunisia,Jendouba,36.5011111,8.7794447
Switzerland,Seen (Kreis 3),47.4764576,8.7699652
Switzerland,Oberwinterthur (Kreis 2),47.5169195,8.7686348
Denmark,Ribe,55.35,8.7666664
Germany,Offenbach,50.1,8.7666664
Equatorial Guinea,Ciudad de Riaba,3.3833333,8.7666664
Switzerland,Freienbach,47.2053421,8.7584209
Tunisia,Tabarka,36.9544444,8.7580557
Germany,Paderborn,51.7190528,8.7543869
Switzerland,Winterthur,47.5,8.75
Switzerland,Einsiedeln,47.1166667,8.75
France,Ajaccio,41.9166667,8.7333336
Switzerland,Uster,47.347126,8.720911
Switzerland,Stadt Winterthur (Kreis 1),47.4949431,8.7195454
Tunisia,El Kef,36.1822222,8.7147226
Germany,Pforzheim,48.8833333,8.6999998
Denmark,Thisted,56.9552254,8.6949062
Germany,Heidelberg,49.4076783,8.6907864
Germany,Frankfurt am Main,50.1166667,8.6833334
Tunisia,Thala,35.5744444,8.6722221
Switzerland,Wadenswil,47.226832,8.668704
Switzerland,Schwyz,47.0166667,8.6499996
Germany,Darmstadt,49.8705556,8.6494446
Switzerland,Schaffhausen,47.7,8.6333332
Italy,Alessandria,44.912452,8.6189451
Switzerland,Dubendorf,47.3972428,8.6187162
Italy,Novara,45.440565,8.6168346
Denmark,Holstebro,56.3600916,8.6160707
Switzerland,Horgen,47.2557905,8.6002722
Switzerland,Kloten,47.4515162,8.5849066
Denmark,Struer,56.4912161,8.5837555
Germany,Bremerhaven,53.55,8.583333
Niger,Lere,10.3833333,8.583333
Switzerland,Zuerich (Kreis 7),47.3732807,8.5803766
Switzerland,Zuerich (Kreis 12),47.4037214,8.5760794
Switzerland,Thalwil,47.2917531,8.5635052
Switzerland,Zuerich (Kreis 8),47.3547981,8.5609732
Italy,Sassari,40.7272222,8.5602779
Tunisia,Tajerouine,35.8913889,8.5555553
Switzerland,Zurich,47.3666667,8.5500002
Equatorial Guinea,Luba,3.45,8.5500002
Switzerland,Zuerich (Kreis 11) / Seebach,47.4218142,8.5477915
Switzerland,Zuerich (Kreis 6),47.3922318,8.543807
Switzerland,Zuerich (Kreis 11) / Oerlikon,47.4082269,8.5425758
Switzerland,Bulach,47.5219672,8.5404949
Switzerland,Zuerich (Kreis 6) / Unterstrass,47.3952963,8.5372124
Germany,Bielefeld,52.0333333,8.5333328
Niger,Makurdi,7.7333333,8.5333328
Switzerland,Zuerich (Kreis 2) / Wollishofen,47.3400952,8.5313387
Switzerland,Zuerich (Kreis 10) / Wipkingen,47.395025,8.5252914
Switzerland,Adliswil,47.309969,8.5246248
Switzerland,Zuerich (Kreis 11),47.4232576,8.5216589
Switzerland,Aussersihl,47.3775187,8.5212688
Switzerland,Zuerich (Kreis 2),47.3375644,8.521101
Switzerland,Baar,47.2,8.5166664
Switzerland,Zug,47.1666667,8.5166664
Niger,Kano,11.9963889,8.5166664
Niger,Lafia,8.4833333,8.5166664
Switzerland,Zuerich (Kreis 3) / Alt-Wiedikon,47.3620094,8.5149727
Switzerland,Zuerich (Kreis 11) / Affoltern,47.4181409,8.5122004
Switzerland,Zuerich (Kreis 3) / Sihlfeld,47.3738224,8.5116386
Switzerland,Zuerich (Kreis 3),47.3578517,8.5029612
Switzerland,Zuerich (Kreis 10),47.4077332,8.5004988
Switzerland,Zuerich (Kreis 10) / Hoengg,47.4031287,8.4971046
Switzerland,Zuerich (Kreis 9) / Albisrieden,47.3739795,8.4900742
Switzerland,Zuerich (Kreis 9) / Altstetten,47.3894555,8.4853287
Denmark,Varde,55.6211205,8.4806948
Switzerland,Zuerich (Kreis 9),47.3824493,8.4799318
Nigeria,Matamey,13.4238889,8.4777775
Italy,Savona,44.309048,8.4771538
Switzerland,Cham,47.1833333,8.4666672
Germany,Mannheim,49.4883333,8.4647226
Denmark,Esbjerg,55.4666667,8.4499998
Germany,Ludwigshafen am Rhein,49.4811111,8.4352779
Switzerland,Dietikon,47.4016538,8.4001455
Tunisia,Al Metlaoui,34.3333333,8.3999996
Germany,Karlsruhe,49.0047222,8.3858337
Germany,Gutersloh,51.9,8.3833332
Tunisia,Sakiet Sidi Youssef,36.2247222,8.3561115
Switzerland,Wettingen,47.4666667,8.3166666
Niger,Calabar,4.95,8.3166666
Denmark,Lemvig,56.5485608,8.3101912
Switzerland,Luzern,47.0504758,8.3063507
Switzerland,Baden,47.4733301,8.3059216
Switzerland,Emmen,47.0833333,8.3000002
Switzerland,Wohlen,47.3666667,8.2833328
Switzerland,Kriens,47.0333333,8.2833328
Germany,Mainz,50,8.2711115
Niger,Esuk Oron,4.8,8.2666664
Germany,Wiesbaden,50.0833333,8.25
Switzerland,Littau,47.05,8.25
Denmark,Ringkobing,56.090062,8.2440166
Tunisia,Degache,33.9858333,8.2202778
Italy,Asti,44.897948,8.2068357
Germany,Oldenburg,53.1666667,8.1999998
Tunisia,Ar Rudayyif,34.3833333,8.1499996
Germany,Wilhelmshaven,53.5166667,8.1333332
Tunisia,Tozeur,33.9205556,8.1333332
Niger,Abakaliki,6.3333333,8.1000004
Niger,Ugep,5.8,8.083333
Niger,Effium,6.6333333,8.0666666
Germany,Osnabruck,52.2666667,8.0500002
Switzerland,Aarau,47.3833333,8.0500002
Algeria,Bir el Ater,34.7333333,8.0500002
Germany,Siegen,50.8666667,8.0333328
Niger,Isieke,6.3833333,8.0333328
Nigeria,Alarsas,17.0166667,8
Nigeria,Tessaoua,13.7533333,7.9863887
Switzerland,Olten,47.35,7.9166665
Tunisia,Nefta,33.8741667,7.8797221
Niger,Keffi,8.8486111,7.873611
Germany,Freiburg,47.9958954,7.8522205
Algeria,Besbes,36.7022222,7.8472223
Niger,Amaigbo,5.7833333,7.8333335
Germany,Hamm,51.6803258,7.8208923
Switzerland,Langenthal,47.2166667,7.7833333
Nigeria,Aguie,13.5080556,7.7772222
Algeria,Annaba,36.9,7.7666669
Algeria,Cheria,35.2730556,7.7519445
Germany,Kaiserslautern,49.45,7.75
France,Strasbourg,48.5833333,7.75
Algeria,Drean,36.6838889,7.7463889
Algeria,El Hadjar,36.8047222,7.7383332
Niger,Ikot Ekpene,5.1666667,7.7166667
Germany,Iserlohn,51.3666667,7.6999998
Niger,Zaria,11.0666667,7.6999998
Switzerland,Pratteln,47.5207076,7.6935625
Italy,Torino,45.0704898,7.6868248
Nigeria,Mayahi,13.9577778,7.6683335
Switzerland,Muttenz,47.5227073,7.6451111
Switzerland,Steffisburg,46.7833333,7.6333332
Switzerland,Burgdorf,47.0590134,7.6278591
Germany,Munster,51.9623559,7.6257133
Switzerland,Thun,46.75,7.6166668
Germany,Koblenz,50.35,7.5999999
Switzerland,Basel,47.5666667,7.5999999
Niger,Katsina,12.9977778,7.5994444
Switzerland,Binningen,47.5402087,7.5693226
Switzerland,Solothurn,47.2079077,7.5371361
Switzerland,Sierre,46.2919177,7.5355911
Switzerland,Allschwil,47.55,7.5333333
Niger,Abuja,9.0833333,7.5333333
Algeria,Sedrata,36.1288889,7.5280557
Germany,Lunen,51.6166667,7.5166669
Niger,Enugu,6.4333333,7.4833331
Niger,Umuahia,5.5333333,7.4833331
Germany,Hagen,51.35,7.4666667
Germany,Dortmund,51.5166667,7.4499998
Switzerland,Bern,46.9480943,7.447443
Niger,Kaduna,10.5230556,7.4402776
Algeria,Guelma,36.4661111,7.4338889
Switzerland,Koniz,46.9243588,7.4145699
Switzerland,Grenchen,47.1921039,7.3958588
Algeria,Ain Beida,35.7963889,7.3927779
Niger,Nsukka,6.8666667,7.3833332
France,Colmar,48.0833333,7.3666668
Niger,Aba,5.1166667,7.3666668
Switzerland,Sion,46.2333333,7.3499999
Niger,Okigwi,5.8166667,7.3499999
Germany,Witten,51.4333333,7.3333335
France,Mulhouse,47.75,7.3333335
Niger,Funtua,11.5333333,7.3166666
France,Nice,43.7031261,7.2660828
Switzerland,Biel,47.1324032,7.2441101
Germany,Herne,51.55,7.2166667
Germany,Bochum,51.4833333,7.2166667
Germany,Recklinghausen,51.6166667,7.1999998
Germany,Remscheid,51.1833333,7.1999998
Germany,Wuppertal,51.2666667,7.1833334
Niger,Abuja,9.1758333,7.1808333
Nigeria,Madarounfa,13.3075,7.1574998
Switzerland,Fribourg,46.8,7.1500001
Germany,Bergisch Gladbach,50.9833333,7.1333332
Germany,Gelsenkirchen-Alt,51.5166667,7.1166668
France,Antibes,43.5833333,7.1166668
Algeria,Oum el Bouaghi,35.8775,7.1136112
Algeria,Azzaba,36.7394444,7.105278
Germany,Bonn,50.7333333,7.0999999
Nigeria,Maradi,13.4916667,7.0963888
Germany,Marl,51.65,7.0833335
Germany,Solingen,51.1833333,7.0833335
Niger,Okrika,4.7333333,7.0833335
Niger,Awka,6.2100945,7.0741143
Switzerland,Martigny-Ville,46.1027566,7.0724487
Germany,Velbert,51.3333333,7.0500002
Nigeria,Tibiri,13.5705556,7.0444446
Niger,Owerri,5.4833333,7.0333333
Germany,Essen,51.45,7.0166669
France,Cannes,43.55,7.0166669
Germany,Leverkusen,51.0333333,7
Germany,Saarbrucken,49.2333333,7
Niger,Port Harcourt,4.7891667,6.998611
Switzerland,Neuchatel,47,6.9666667
Germany,Koeln,50.9333333,6.9499998
Switzerland,Monthey,46.25,6.9499998
Germany,Bottrop,51.5166667,6.9166665
Switzerland,Le Chatelard,46.45,6.9166665
Niger,Nnewi,6.0166667,6.9166665
Switzerland,Montreux,46.4330064,6.9114304
Netherlands,Emmen,52.779167,6.9069438
Algeria,Skikda,36.8791667,6.9066668
Netherlands,Enschede,52.218333,6.895833
Germany,Mulheim an der Ruhr,51.4333333,6.8833332
Algeria,Ain Fakroun,35.9763889,6.8755555
France,Belfort,47.6333333,6.8666668
Niger,Buguma,4.7358333,6.8636112
Germany,Oberhausen,51.4666667,6.8499999
Germany,Ratingen,51.2972421,6.8492889
Switzerland,Vevey,46.4611568,6.8432808
Niger,Nkpor,6.15,6.8333335
Switzerland,La Chaux-de-Fonds,47.0999278,6.8258572
Niger,Onitsha,6.1666667,6.7833333
Germany,Dusseldorf,51.2217226,6.7761612
Nigeria,Dakoro,14.5105556,6.7649999
Germany,Duisburg,51.4333333,6.75
Netherlands,Coevorden,52.6625,6.7416668
Sao Tome and Principe,Sao Tome,0.3333333,6.7333331
Algeria,Reguiba,33.5666667,6.7166667
Algeria,El Khroub,36.2633333,6.6936111
Germany,Neuss,51.2,6.6833334
Niger,Gusau,12.1641667,6.6666665
Netherlands,Almelo,52.356667,6.6624999
Switzerland,Pully,46.5102668,6.6618347
Germany,Moers,51.45,6.6500001
Switzerland,Yverdon-les-Bains,46.7833333,6.6500001
Germany,Trier,49.7556526,6.6393471
Switzerland,Lausanne,46.5159963,6.6328239
Netherlands,Hardenberg,52.575833,6.6194439
Algeria,Constantine,36.365,6.6147223
Algeria,Hamma Bouziane,36.4130556,6.5974998
Algeria,Kerkera,36.9291667,6.5855556
Switzerland,Renens,46.5333333,6.5833335
Netherlands,Groningen,53.219167,6.5666671
Germany,Krefeld,51.3333333,6.5666666
Netherlands,Assen,52.996667,6.5625
Niger,Minna,9.6138889,6.5569444
Luxembourg,Wasserbillig,49.71,6.500278
Switzerland,Morges,46.511271,6.4985418
Germany,Duren,50.8,6.4833331
Luxembourg,Mertert,49.6961111,6.481389
Netherlands,Hoogeveen,52.7225,6.4763889
Luxembourg,Grevenmacher,49.6747222,6.4419446
Germany,Monchengladbach,51.2,6.4333334
Luxembourg,Echternach,49.8055556,6.4222221
Luxembourg,Remich,49.545,6.3669443
Algeria,Telerghma,36.1152778,6.3641667
Luxembourg,Berdorf,49.8136111,6.3502779
Luxembourg,Consdorf,49.7730556,6.3383331
Niger,Uromi,6.7,6.3333335
Luxembourg,Canach,49.6069444,6.3258333
Luxembourg,Mensdorf,49.6508333,6.3036113
Luxembourg,Roodt-sur-Syre,49.6625,6.3027778
Luxembourg,Beaufort,49.8358333,6.2916665
Netherlands,Doetinchem,51.965,6.2888889
Luxembourg,Mondorf-les-Bains,49.505,6.2811112
Nigeria,Abalak,15.4522222,6.2783332
Luxembourg,Schuttrange,49.6205556,6.268611
Algeria,Mila,36.4502778,6.2644444
Luxembourg,Niederanven,49.6475,6.2600002
Luxembourg,Dalheim,49.5408333,6.2597222
Luxembourg,Schrassig,49.6058333,6.2588887
Luxembourg,Moutfort,49.5852778,6.2555556
Algeria,Tazoult-Lambese,35.4863889,6.2552776
Luxembourg,Junglinster,49.7072222,6.2530556
Luxembourg,Gonderange,49.6888889,6.2483335
Switzerland,Nyon,46.3831754,6.2395477
Niger,Okene,7.55,6.2333331
Luxembourg,Contern,49.5819444,6.2266669
Luxembourg,Aspelt,49.5227778,6.2247224
Nigeria,Atako,14.553868,6.2232809
Luxembourg,Larochette,49.7769444,6.2211113
Luxembourg,Sandweiler,49.6133333,6.2188888
Luxembourg,Medernach,49.8019444,6.2183332
Luxembourg,Bettendorf,49.8766667,6.2180557
Luxembourg,Vianden,49.935,6.208889
Netherlands,Zutphen,52.138333,6.2013888
France,Nancy,48.6833333,6.1999998
Switzerland,Thonex,46.1881498,6.1990356
Luxembourg,Frisange,49.515,6.1916666
Luxembourg,Gilsdorf,49.8669444,6.1824999
Algeria,Batna,35.555971,6.1741447
Luxembourg,Itzig,49.5841667,6.1736112
France,Metz,49.1191076,6.1726856
Netherlands,Venlo,51.37,6.168056
Algeria,Chelghoum el Aid,36.1594444,6.165
Netherlands,Deventer,52.255,6.1638889
Luxembourg,Alzingen,49.565,6.1636109
Luxembourg,Diekirch,49.8677778,6.1558332
Luxembourg,Fentange,49.5627778,6.1538887
Luxembourg,Hesperange,49.5680556,6.1513891
Luxembourg,Crauthem,49.5355556,6.1469445
Switzerland,Geneve,46.2022157,6.1456919
Luxembourg,Heisdorf-sur-Alzette,49.6686111,6.1422224
Luxembourg,Bofferdange,49.6830556,6.1416669
Luxembourg,Helmsange,49.6527778,6.1413889
Switzerland,Carouge,46.1809595,6.1392117
Luxembourg,Ingeldorf,49.8519444,6.1347222
Luxembourg,Lintgen,49.7158333,6.1336112
Luxembourg,Mullendorf,49.6802778,6.1300001
Luxembourg,Luxembourg,49.6116667,6.1300001
Luxembourg,Berchem,49.5402778,6.1291666
Luxembourg,Bereldange,49.6569444,6.1275001
Luxembourg,Steinsel,49.6769444,6.123889
Luxembourg,Beringen,49.7583333,6.1169443
Luxembourg,Erpeldange-sur-Sure,49.8647222,6.1147223
Luxembourg,Rollingen,49.7416667,6.1144443
Switzerland,Lancy,46.1898136,6.1144066
Luxembourg,Mersch,49.7488889,6.106111
Luxembourg,Ettelbruck,49.8475,6.1041665
Luxembourg,Bettembourg,49.5186111,6.102778
Netherlands,Drachten,53.1,6.0999999
Switzerland,Onex,46.1833333,6.0999999
Luxembourg,Schieren,49.8305556,6.0986109
Luxembourg,Colmar,49.8102778,6.0972223
Luxembourg,Warken,49.8544444,6.0949998
Netherlands,Zwolle,52.5125,6.0944438
Luxembourg,Hosingen,50.0177778,6.0933332
Luxembourg,Dudelange,49.4805556,6.0875001
Switzerland,Vernier,46.2170203,6.0849667
Germany,Aachen,50.7766356,6.0834217
Algeria,Tebesbest,33.1166667,6.0833335
Luxembourg,Bridel,49.6583333,6.082222
Luxembourg,Strassen,49.6205556,6.0733333
Switzerland,Meyrin,46.2284218,6.0709763
Luxembourg,Bissen,49.7875,6.0694442
Algeria,Touggourt,33.1,6.0666666
Luxembourg,Leudelange,49.5683333,6.0652776
Netherlands,Kerkrade,50.865833,6.0625
Luxembourg,Noertzange,49.5091667,6.0561113
Luxembourg,Bertrange,49.6111111,6.0500002
